diary_entry,mood,happy,sad,satisfied,proud,anxious,angry,afraid,jealous
"So, let's see how to describe today. I struggled to breathe properly uh, at one point because the pressure was too much. Hoping for a calmer day tomorrow.",-0.26,0,0,0,0,1,0,0,0
"Liebes Tagebuch, ich bin's wieder. irgendwie, Ich habe also, mir heute die schlimmsten Szenarien für meine Prüfungen ausgemalt. Ich bin einfach zu müde, um weiter darüber nachzudenken.",-0.37,0,0,0,0,1,0,0,0
"Mann, heute war echt einiges los. ähm, Ich war eifersüchtig darauf, wie glücklich ähm, und erfolgreich alle anderen wirken. Das war mein Tag, ich bin raus für heute.",-0.2,0,0,0,0,0,0,0,1
"Lass uns mal über die heutigen Ereignisse sprechen. sozusagen, Ich habe meinen Partner mit jemand anderem reden halt, sehen und habe einen Stich Eifersucht gespürt. Hoffentlich wird morgen ein bisschen besser.",-0.16,0,0,0,0,0,0,0,1
"Uff, was für ein Tag. also, Ich habe das Gefühl, dass bald etwas schiefgeht, und kann dieses Gefühl nicht abschütteln. Ich hatte heute das Gefühl, mich selbst und andere nur halt, zu enttäuschen. Ich versuche jetzt einfach, ein bisschen runterzukommen.",-0.73,0,1,0,0,1,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. halt, Ich musste mich heute zwingen zu lächeln, das war halt, unglaublich anstrengend. So lief das heute jedenfalls ab.",-0.63,0,1,0,0,0,0,0,0
"Mann, heute war echt einiges los. also, Ich habe einen Stich Neid verspürt, als ich ihr neues Auto und ihre Wohnung ähm, gesehen habe. Ich mache mir jetzt noch einen Tee und entspanne.",-0.2,0,0,0,0,0,0,0,1
"Heute war irgendwie eine seltsame Mischung. also, Mein Herz also, hat heute ohne wirklichen Grund total gerast, einfach pure Nervosität. Das war's dann wohl für heute.",-0.48,0,0,0,0,1,0,0,0
"Man, today was something else. so basically, I feel so empty inside, like nothing can really like, cheer me up right now. I felt really scared about what might happen next, uh, everything is so uncertain. Guess I'll just sleep on it.",-0.74,0,1,0,0,0,0,1,0
"Man, today was something else. uh, I felt a pang of envy when I saw their like, new car and apartment. Tomorrow is a new day, luckily.",-0.38,0,0,0,0,0,0,0,1
"Uff, was für ein Tag. irgendwie, Der Tag heute war wieder eine Erinnerung an äh, alles, was gerade schiefläuft. Ich schlafe jetzt wohl am besten mal drüber.",-0.84,0,1,0,0,0,0,0,0
"Okay, so here's how today went. I feel so empty inside, like, like nothing can really cheer me up right now. That's pretty much how it went.",-0.97,0,1,0,0,0,0,0,0
"Na ja, heute ist einiges passiert. sozusagen, Ich habe heute ein paar lästige Aufgaben erledigt und bin froh, dass sozusagen, sie weg sind. Ich bin gerade also, einfach nur dankbar und glücklich für die tollen Menschen in meinem Leben. Ich muss aufhören zu grübeln und einfach schlafen.",0.82,1,0,1,0,0,0,0,0
"Okay, also so lief mein Tag heute ab. ähm, Die Arbeit häuft sich an und ich fühle mich durch den Stress äh, wie gelähmt. Ich sozusagen, bin heute unter Druck ruhig geblieben und habe die Aufgabe erfolgreich gelöst. Ich hoffe auf einen ruhigeren Tag morgen.",0.08,0,0,0,1,1,0,0,0
"Alright, diary, here's the scoop. kind of, I uh, overcame a fear of mine today and did the thing anyway, I'm so proud. I felt um, really threatened when someone else got the attention I wanted. Looking forward to a fresh start tomorrow.",0.08,0,0,0,1,0,0,0,1
"Well, today happened. um, I missed someone uh, really close to me today, and the emptiness was hard to handle. No stress today, just a normal, like, satisfying routine that felt really grounding. Anyway, that's my update.",0.08,0,1,1,0,0,0,0,0
"Uff, was für ein Tag. Ich hatte heute die schleichende Angst, halt, dass mir alles über dem Kopf zusammenbricht. Hoffentlich wird morgen ein bisschen besser.",-0.98,0,0,0,0,0,0,1,0
"Okay, also so lief mein Tag heute ab. äh, Ich war eifersüchtig, als mein ähm, Freund anfing, seine ganze Zeit mit jemand anderem zu verbringen. Ich habe das Gefühl, heute als äh, Person gewachsen zu sein, und bin stolz auf mich. Ich mache mir jetzt noch einen Tee und entspanne.",0.42,0,0,0,1,0,0,0,1
"I need to get today's thoughts down. so basically, I felt so mad at myself for making so basically, the same mistake again. Anyway, I'm going to bed now.",-0.93,0,0,0,0,0,1,0,0
"Okay, so today was... like, I hate feeling you know, this way, but I was so envious of their vacation photos. I'm glad today is finally over.",-0.45,0,0,0,0,0,0,0,1
"Okay, so today was... um, I was too afraid to speak up kind of, in the meeting today, I just froze. I hope things turn out okay.",-0.94,0,0,0,0,0,0,1,0
"Not sure how to put today into words, but... kind of, I felt extremely self-conscious today, worrying about what everyone thought um, of me. Well, that was my day in a nutshell.",-0.31,0,0,0,0,1,0,0,0
"Liebes Tagebuch, ich bin's wieder. äh, Ich sozusagen, habe dieses ständige flaue Gefühl im Magen wegen der anstehenden Deadlines. Ich habe mich bedroht sozusagen, gefühlt, als jemand anderes die Aufmerksamkeit bekam, die ich wollte. Das war mein Tag, ich bin raus für heute.",-0.24,0,0,0,0,1,0,0,1
"Heute war irgendwie eine seltsame Mischung. äh, Ich habe heute so viel Liebe und Unterstützung von meiner Familie ähm, gespürt, das war wunderschön. Ich bin heute in einen blöden Streit äh, geraten und das hat mich unglaublich wütend gemacht. Ich mache mir jetzt noch einen Tee und entspanne.",0.18,1,0,0,0,0,1,0,0
"So, I'm sitting here thinking about today. so basically, I finally kind of, organized my desk, and it feels incredibly satisfying. Hoping for a calmer day tomorrow.",0.54,0,0,1,0,0,0,0,0
"Okay, so today was... you know, I listened to my favorite album on the way home and felt so uplifted. I hope things turn out okay.",0.97,1,0,0,0,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. halt, Da ist diese ständige sozusagen, Furcht, Fehler zu machen, die mich regelrecht blockiert. Heute war es einfach friedlich, die ruhigen Momente zu genießen, ohne sozusagen, sich zu sorgen. Hoffentlich wird morgen ein bisschen besser.",-0.25,0,0,1,0,0,0,1,0
"Honestly, today was quite a ride. you know, I helped someone solve a major issue today and felt really good about my skills. Well, that was my day in a nutshell.",0.74,0,0,0,1,0,0,0,0
"Wow, I need to talk about today. I felt a sudden um, rush of jealousy when they praised someone else's work. Just going to try and relax now.",-0.12,0,0,0,0,0,0,0,1
"So, I'm sitting here thinking about today. um, I feel so empty inside, like nothing can really cheer so basically, me up right now. Today um, was one of those days where everything feels beautiful and light. Anyway, I'm going to bed now.",0.04,1,1,0,0,0,0,0,0
"Also, heute war... also, Ich habe mir heute wieder irgendwie, Sorgen um die Zukunft gemacht und war total unruhig. Na ja, das ist jedenfalls mein Update.",-0.46,0,0,0,0,1,0,0,0
"Recording this because today was crazy. I got kind of, jealous when I saw how easily things come to other people. Guess I'll just sleep on it.",-0.14,0,0,0,0,0,0,0,1
"Hallo Tagebuch, kurzes Update von mir. halt, Alles halt, fühlte sich heute so sinnlos an, ich wollte mich einfach nur verkriechen. Mein Chef hat meine Leistung heute vor halt, dem gesamten Team gelobt, das war klasse. Zeit, den Kopf für heute auszuschalten.",0.08,0,1,0,1,0,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. also, Die Luft wurde mir also, heute fast zu knapp, weil der Druck einfach zu groß war. Na ja, das ist jedenfalls mein Update.",-0.56,0,0,0,0,1,0,0,0
Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. Die Arbeit häuft sich an und ich fühle mich durch den Stress wie gelähmt. So lief das heute jedenfalls ab.,-0.51,0,0,0,0,1,0,0,0
"Dear diary, it's me again. kind of, I found myself wishing I had their so basically, life today, which made me feel awful. I spent some quality um, time doing absolutely nothing, and it was perfect. Hoping for a calmer day tomorrow.",0.3,0,0,1,0,0,0,0,1
"Ehrlich gesagt war heute ein ganz schöner Ritt. sozusagen, Ich habe heute Nacht ein seltsames Geräusch also, im Haus gehört und hatte totale Angst. Na ja, das ist jedenfalls mein Update.",-0.82,0,0,0,0,0,0,1,0
"Man, today was something else. uh, I felt really insecure seeing them kind of, talk to someone else instead of me. Hopefully tomorrow will be a bit better.",-0.4,0,0,0,0,0,0,0,1
"Na ja, heute ist einiges passiert. äh, Ich habe mich heute echt einsam gefühlt und also, konnte dieses schwere Gefühl einfach nicht abschütteln. Ich habe mich heute extrem reingehängt und die Ergebnisse können äh, sich echt sehen lassen. Tja, das war mein Tag im Großen und Ganzen.",0.22,0,1,0,1,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. also, Heute hat einfach alles gepasst, ich musste ohne Grund die ganze Zeit grinsen. Heute war einfach ein solider, halt, ausgeglichener Tag, an dem alles gepasst hat. Das war's dann wohl für heute.",0.79,1,0,1,0,0,0,0,0
"Wow, I need to talk about today. um, Someone took credit for my like, hard work today and I am absolutely furious. We'll see how things look in the morning.",-0.74,0,0,0,0,0,1,0,0
"Okay, so here's how today went. I felt so isolated from everyone else, like I don't really belong anywhere. Well, that was my day in a nutshell.",-0.65,0,1,0,0,0,0,0,0
"I just need to record this real quick. uh, It was a productive day and everything kind of, went exactly as planned. Signing off for the night.",0.6,0,0,1,0,0,0,0,0
"Well, today happened. like, I got into a heated fight uh, with my partner and it left me feeling furious. Hoping for a calmer day tomorrow.",-0.94,0,0,0,0,0,1,0,0
"Actually, I need to vent a bit. uh, I received some disappointing um, news and it made me feel really low. I hate feeling this way, but I was so envious of kind of, their vacation photos. Looking forward to a fresh start tomorrow.",-0.26,0,1,0,0,0,0,0,1
"Whew, what a day. I um, got into a heated fight with my partner and it left me feeling furious. Hoping for a calmer day tomorrow.",-0.81,0,0,0,0,0,1,0,0
"Also, heute war... äh, Ich hasse dieses Gefühl, aber ich war so neidisch äh, auf ihre Urlaubsbilder. Ich hatte ein super lustiges Mittagessen mit meinen Kollegen, die Stimmung war toll. Das war mein Tag, ich bin raus für heute.",0.4,1,0,0,0,0,0,0,1
"Mal schauen, wie ich heute am besten beschreibe. äh, Ich hatte heute so eine tolle Zeit mit ähm, meinen Freunden, wir mussten ständig lachen. Ich muss aufhören zu grübeln und einfach schlafen.",0.62,1,0,0,0,0,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. also, Ich habe heute richtig halt, gute Nachrichten bekommen, das hat mir ein breites Lächeln ins Gesicht gezaubert. Ich versuche jetzt einfach, ein bisschen runterzukommen.",0.61,1,0,0,0,0,0,0,0
"Recording this because today was crazy. kind of, I got you know, a surprise gift today and it completely made my week. Tomorrow is a new day, luckily.",0.91,1,0,0,0,0,0,0,0
"So, let's see how to describe today. like, I kind of, had a nice, long walk and cleared my head, it felt really good. Looking forward to a fresh start tomorrow.",0.45,0,0,1,0,0,0,0,0
"Not sure how to put today into words, but... um, I received some you know, disappointing news and it made me feel really low. I hope things turn out okay.",-0.65,0,1,0,0,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. sozusagen, Ich bin heute unter Druck ruhig geblieben halt, und habe die Aufgabe erfolgreich gelöst. Ich bin echt froh, dass dieser Tag vorbei ist.",0.72,0,0,0,1,0,0,0,0
"So, let's see how to describe today. you know, There's this underlying fear so basically, of making mistakes that paralyses me. I laughed so you know, hard my stomach hurt, it was exactly what I needed. Anyway, I'm going to bed now.",0.01,1,0,0,0,0,0,1,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. irgendwie, Ich habe mich heute in der neuen Umgebung völlig verloren und verängstigt gefühlt. Ich habe heute eine Aufgabe beendet, die ich seit Wochen vor mir hergeschoben habe. Tja, das war mein Tag im Großen und Ganzen.",-0.18,0,0,1,0,0,0,1,0
"Heute war irgendwie eine seltsame Mischung. äh, Jemand hat heute meine Grenzen völlig also, missachtet, das hat mich so wütend gemacht. Ich habe auf dem Heimweg halt, meine Lieblingsmusik gehört und mich einfach super gefühlt. Das war mein Tag, ich bin raus für heute.",0.05,1,0,0,0,0,1,0,0
"Mann, heute war echt einiges los. irgendwie, Ich empfinde gerade einfach nur Bitterkeit und Wut irgendwie, über diese ungerechte Situation. Ich konnte nicht aufhören, mein Leben irgendwie, mit ihrem zu vergleichen, und war neidisch auf ihren Erfolg. Mal sehen, wie die Welt morgen früh aussieht.",-0.25,0,0,0,0,0,1,0,1
"Whew, what a day. I had a like, simple dinner and just felt at peace with where I am in life. I had trouble sleeping last night because my thoughts wouldn't stop spinning. I need to stop overthinking and just sleep.",0.13,0,0,1,0,1,0,0,0
"Mann, heute war echt einiges los. also, Jemand war heute extrem unhöflich zu mir, das hat sozusagen, mir die Laune komplett verdorben. Hoffentlich wird morgen ein bisschen besser.",-0.6,0,0,0,0,0,1,0,0
"Mann, heute war echt einiges los. irgendwie, Mir ist heute fast der Kragen geplatzt, als ich irgendwie, gehört habe, was da gelaufen ist. Ich also, habe heute einen richtigen Motivationsschub bekommen, es geht bergauf. Ich freue mich auf einen Neuanfang morgen.",-0.04,1,0,0,0,0,1,0,0
"Hallo Tagebuch, kurzes Update von mir. also, Ich hatte heute einen äh, guten, gleichmäßigen Arbeitsfluss ohne Störungen. Ich bin einfach zu müde, um weiter darüber nachzudenken.",0.76,0,0,1,0,0,0,0,0
"Dear diary, it's me again. so basically, I felt insecure and jealous kind of, when they didn't invite me to the meeting. Anyway, that's my update.",0.07,0,0,0,0,0,0,0,1
"Also, heute war... halt, Ich hatte heute im äh, Meeting zu große Angst, den Mund aufzumachen, ich war wie erstarrt. Ich bin einfach zu müde, um weiter darüber nachzudenken.",-0.53,0,0,0,0,0,0,1,0
"Hey diary, just checking in. you know, I finally got to do my favorite hobby so basically, today and it brought me so much joy. Glad I got that off my chest.",0.65,1,0,0,0,0,0,0,0
"Hallo Tagebuch, kurzes Update von mir. irgendwie, Ich habe gesehen, was meine Freunde erreichen, und äh, habe diese bittere Eifersucht in mir gespürt. Ich versuche jetzt einfach, ein bisschen runterzukommen.",-0.56,0,0,0,0,0,0,0,1
"Ehrlich gesagt war heute ein ganz schöner Ritt. halt, Ich also, hatte ein fantastisches Gespräch mit jemandem, von dem ich ewig nichts gehört habe. Ich hoffe auf einen ruhigeren Tag morgen.",0.91,1,0,0,0,0,0,0,0
"Okay, so here's how today went. so basically, I went out for um, a walk in the sun and felt incredibly joyful and alive. I hope things turn out okay.",0.99,1,0,0,0,0,0,0,0
"Today was... interesting, to say the least. so basically, Everything just clicked today, and I couldn't stop smiling uh, for no reason. Tomorrow is a new day, luckily.",0.84,1,0,0,0,0,0,0,0
"Dear diary, it's me again. you know, I felt like I was constantly on the edge of a panic attack today. That's all for today, I guess.",-0.52,0,0,0,0,1,0,0,0
"Ich nehme das hier auf, weil heute echt verrückt war. sozusagen, Ich habe mich total sozusagen, erschrocken, als mich fast ein Auto auf dem Zebrastreifen erfasst hätte. Ich hatte einen friedlichen Tag, habe meine also, Aufgaben erledigt und mit einem Buch entspannt. Tut echt gut, das mal ausgesprochen zu haben.",-0.08,0,0,1,0,0,0,1,0
"Lass uns mal über die heutigen Ereignisse sprechen. also, Heute war einfach ein trauriger Tag und ähm, ich konnte keinen Grund zum Lächeln finden. Ich mache mir jetzt noch einen Tee und entspanne.",-0.58,0,1,0,0,0,0,0,0
"Let's talk about today's events. kind of, My energy was completely flat today, you know, I just felt a deep sadness. Time to turn off my brain for the night.",-0.66,0,1,0,0,0,0,0,0
"Heute war... gelinde gesagt, sehr interessant. ähm, Ich empfinde gerade einfach irgendwie, nur Bitterkeit und Wut über diese ungerechte Situation. Mal sehen, wie die Welt morgen früh aussieht.",-0.44,0,0,0,0,0,1,0,0
"Okay, also so lief mein Tag heute ab. halt, Das Wetter war perfekt und ich hatte einfach diese tiefe Freude in mir. Mir ist heute also, fast der Kragen geplatzt, als ich gehört habe, was da gelaufen ist. Hoffentlich wird morgen ein bisschen besser.",0.01,1,0,0,0,0,1,0,0
"Today was... interesting, to say the least. kind of, Everything just clicked today, like, and I couldn't stop smiling for no reason. Just going to try and relax now.",0.88,1,0,0,0,0,0,0,0
"Not sure how to put today into words, but... kind of, It was a productive day and everything went exactly as planned. That's pretty much how it went.",0.75,0,0,1,0,0,0,0,0
"Well, today happened. uh, I had the kind of, most amazing conversation with someone I haven't spoken to in forever. Looking forward to a fresh start tomorrow.",0.86,1,0,0,0,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. Ich habe eine enttäuschende Nachricht also, erhalten und das hat meine Stimmung total runtergezogen. Ich habe einen langen äh, Spaziergang gemacht und den Kopf freigekriegt, das tat gut. Ich versuche jetzt einfach, ein bisschen runterzukommen.",-0.13,0,1,1,0,0,0,0,0
"Let's talk about today's events. I had like, a minor panic today when I thought about failing. I had a simple uh, dinner and just felt at peace with where I am in life. Hoping for a calmer day tomorrow.",-0.06,0,0,1,0,0,0,1,0
"I just need to record this real quick. kind of, I hate how much I compare myself to um, people on social media, it makes me so envious. Everything went so smoothly um, today, I just feel genuinely happy. Time to turn off my brain for the night.",0.15,1,0,0,0,0,0,0,1
"So, let's see how to describe today. um, Today like, was just filled with positive energy and good vibes all around. I'm just too tired to think about it anymore.",0.96,1,0,0,0,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. halt, Mich hat heute einfach alles aufgeregt, selbst die kleinsten Kleinigkeiten. Na ja, das ist jedenfalls mein Update.",-0.89,0,0,0,0,0,1,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. also, Ich hatte heute schreckliche Angst davor, jemanden zu konfrontieren, meine irgendwie, Hände haben gezittert. Hoffentlich wird morgen ein bisschen besser.",-0.48,0,0,0,0,0,0,1,0
"Today was... interesting, to say the least. so basically, I felt like I was constantly on the edge of like, a panic attack today. Well, that was my day in a nutshell.",-0.51,0,0,0,0,1,0,0,0
"Today was a weird mix of things. so basically, I proved to myself today that I uh, am capable of handling tough situations. Tomorrow is a new day, luckily.",0.86,0,0,0,1,0,0,0,0
"Boah, ich muss mir heute mal was von der Seele reden. ähm, Ich hatte einen sozusagen, Moment der Panik, als ich dachte, ich hätte meinen Geldbeutel verloren. Mein Chef hat meine Leistung heute vor dem gesamten Team gelobt, das äh, war klasse. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.03,0,0,0,1,0,0,1,0
"Lass uns mal über die heutigen Ereignisse sprechen. Ich war so wütend, als ich halt, erfahren habe, dass ich eiskalt angelogen wurde. So lief das heute jedenfalls ab.",-0.54,0,0,0,0,0,1,0,0
"Also, heute war... Ich habe heute etwas geschafft, von dem ich äh, dachte, dass ich es niemals könnte. Das war's dann wohl für heute.",0.87,0,0,0,1,0,0,0,0
"Ich sitze hier gerade und denke über heute nach. ähm, Ich habe einen ruhigen Abend sozusagen, auf dem Sofa verbracht und war einfach wunschlos glücklich. Heute fühlte sich wie ein Neuanfang an und ich freue mich auf das, was kommt. Ich versuche jetzt einfach, ein bisschen runterzukommen.",0.71,1,0,1,0,0,0,0,0
"Ich muss das hier kurz mal festhalten. also, Ich hatte einen also, Moment der Panik, als ich dachte, ich hätte meinen Geldbeutel verloren. Hoffentlich wird morgen ein bisschen besser.",-0.9,0,0,0,0,0,0,1,0
"Actually, I need to vent a bit. kind of, I feel like you know, something bad is about to happen, and I can't shake the feeling. Just going to try and relax now.",-0.4,0,0,0,0,1,0,0,0
"So, I'm sitting here thinking about today. you know, I spent a like, quiet evening relaxing and just felt completely content. I feel so uh, fragile and afraid of getting hurt again. Just going to try and relax now.",0.07,0,0,1,0,0,0,1,0
"Honestly, today was quite a ride. um, I kind of, was so annoyed by how unfair everything was at work today. I stayed disciplined and stuck to you know, my routine even when I wanted to quit. Glad I got that off my chest.",0.02,0,0,0,1,0,1,0,0
"Man, today was something else. kind of, I got a sudden scare when a car almost hit me on the crossing. Well, that was my day in a nutshell.",-0.69,0,0,0,0,0,0,1,0
"Boah, ich muss mir heute mal was von der Seele reden. äh, Mein Chef hat meine Leistung heute sozusagen, vor dem gesamten Team gelobt, das war klasse. Morgen ist zum Glück ein neuer Tag.",0.93,0,0,0,1,0,0,0,0
"Wow, I need to talk about today. you know, I got a sudden scare when a car almost hit like, me on the crossing. Hoping for a calmer day tomorrow.",-0.81,0,0,0,0,0,0,1,0
"I just need to record this real quick. kind of, Today was just a like, solid, balanced day where everything went smoothly. Glad I got that off my chest.",0.45,0,0,1,0,0,0,0,0
"Okay, so today was... like, It was a kind of, really quiet and depressing day, I just wanted to cry. I spent some quality uh, time doing absolutely nothing, and it was perfect. I'm glad today is finally over.",-0.11,0,1,1,0,0,0,0,0
"Let's talk about today's events. so basically, I like, felt insecure and jealous when they didn't invite me to the meeting. Tomorrow is a new day, luckily.",-0.33,0,0,0,0,0,0,0,1
"Hey diary, just checking in. like, I felt a sudden rush of jealousy when they praised someone else's work. Well, that was my day in a nutshell.",-0.27,0,0,0,0,0,0,0,1
"I need to get today's thoughts down. you know, I uh, listened to my favorite album on the way home and felt so uplifted. That's all for today, I guess.",0.94,1,0,0,0,0,0,0,0
"Liebes Tagebuch, ich bin's wieder. sozusagen, Ich habe mich heute bedroht und unsicher gefühlt, das äh, war echt beängstigend. Tut echt gut, das mal ausgesprochen zu haben.",-0.95,0,0,0,0,0,0,1,0
"Today was... interesting, to say the least. um, The doctor's appointment today so basically, had me absolutely terrified of the results. Someone was incredibly rude so basically, to me today and it completely ruined my mood. Guess I'll just sleep on it.",-0.53,0,0,0,0,0,1,1,0
"Honestly, today was quite a ride. kind of, I felt this kind of, wave of frustration and just wanted to scream. Guess I'll just sleep on it.",-0.42,0,0,0,0,0,1,0,0
"Mal schauen, wie ich heute am besten beschreibe. sozusagen, Ich war heute so wütend äh, auf mich selbst, weil ich denselben Fehler wieder gemacht habe. Tja, das war mein Tag im Großen und Ganzen.",-0.99,0,0,0,0,0,1,0,0
"Liebes Tagebuch, ich bin's wieder. äh, Ich habe heute ein ähm, schwieriges Gespräch sehr reif und ruhig gemeistert. Na ja, das ist jedenfalls mein Update.",0.62,0,0,0,1,0,0,0,0
"Today was... interesting, to say the least. um, I couldn't help but compare my life to theirs and felt you know, jealous of their success. Hopefully tomorrow will be a bit better.",0.03,0,0,0,0,0,0,0,1
"Ich sitze hier gerade und denke über heute nach. ähm, Der Tag heute war wieder eine sozusagen, Erinnerung an alles, was gerade schiefläuft. Tut echt gut, das mal ausgesprochen zu haben.",-0.62,0,1,0,0,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. also, Ich hatte heute so eine tolle Zeit mit meinen Freunden, sozusagen, wir mussten ständig lachen. Ich freue mich auf einen Neuanfang morgen.",0.85,1,0,0,0,0,0,0,0
"Let's talk about today's events. uh, I hit a personal milestone you know, today and I'm really proud of how far I've come. We'll see how things look in the morning.",0.69,0,0,0,1,0,0,0,0
"Today was... interesting, to say the least. so basically, I solved a really complex problem today kind of, that everyone else was struggling with. Signing off for the night.",0.62,0,0,0,1,0,0,0,0
"Well, today happened. so basically, I kept checking my emails and notifications, feeling so nervous about so basically, a reply. Well, that was my day in a nutshell.",-0.27,0,0,0,0,1,0,0,0
"Hey diary, just checking in. like, Everything went so smoothly today, I just feel genuinely happy. Glad I got that off my chest.",0.97,1,0,0,0,0,0,0,0
"Ich muss das hier kurz mal festhalten. äh, Es hat mich heute Überwindung gekostet, irgendwie, überhaupt aus dem Bett aufzustehen. Ich habe heute ein kleines äh, Überraschungsgeschenk bekommen, das hat mir die Woche gerettet. Wie dem auch sei, ich gehe jetzt schlafen.",0.09,1,1,0,0,0,0,0,0
"Hallo Tagebuch, kurzes Update von mir. äh, Ich habe heute endlich meinen Schreibtisch sortiert, das irgendwie, ist sehr befriedigend. Heute war voller kleiner, schöner ähm, Momente, die mich glücklich gemacht haben. Zeit, den Kopf für heute auszuschalten.",0.78,1,0,1,0,0,0,0,0
"Today was a weird mix of things. I had trouble sleeping last night because kind of, my thoughts wouldn't stop spinning. I felt really threatened when someone kind of, else got the attention I wanted. I need to stop overthinking and just sleep.",-0.38,0,0,0,0,1,0,0,1
"Alles klar, Tagebuch, hier ist das Update. ähm, Ich war heute irgendwie, so wütend auf mich selbst, weil ich denselben Fehler wieder gemacht habe. Ich habe heute endlich meinen also, Schreibtisch sortiert, das ist sehr befriedigend. Ich hoffe auf einen ruhigeren Tag morgen.",-0.01,0,0,1,0,0,1,0,0
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. irgendwie, Ich musste äh, heute schwierige Entscheidungen treffen, aber es waren die richtigen. Ich war heute in der Sonne spazieren und habe mich einfach unglaublich glücklich und lebendig gefühlt. Ich mache mir jetzt noch einen Tee und entspanne.",0.87,1,0,0,1,0,0,0,0
"Well, today happened. uh, It felt like a struggle just to get out of bed this morning. Looking forward to a fresh start tomorrow.",-0.52,0,1,0,0,0,0,0,0
"Today was... interesting, to say the least. so basically, Nothing seemed to interest me today, I just felt emotionally drained. Guess I'll just sleep on it.",-0.97,0,1,0,0,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. sozusagen, Es war ein also, produktiver Tag und alles lief genau wie geplant. Ich habe heute sozusagen, eine Präsentation gehalten und sie lief besser, als ich je gedacht hätte. Ich bin echt froh, dass dieser Tag vorbei ist.",0.64,0,0,1,1,0,0,0,0
"Dear diary, it's me again. so basically, I felt like, like I was constantly on the edge of a panic attack today. Anyway, that's my update.",-0.62,0,0,0,0,1,0,0,0
"Actually, I need to vent a bit. so basically, I got a sudden scare when um, a car almost hit me on the crossing. I ended up you know, crying in the evening because everything just piled up. Just going to try and relax now.",-0.6,0,1,0,0,0,0,1,0
"Heute war irgendwie eine seltsame Mischung. ähm, Ich habe heute endlich meinen Schreibtisch sortiert, das also, ist sehr befriedigend. Zeit, den Kopf für heute auszuschalten.",0.75,0,0,1,0,0,0,0,0
"Well, today happened. so basically, I met some new people today and we hit it um, off immediately, it was great. Tomorrow is a new day, luckily.",0.68,1,0,0,0,0,0,0,0
"Recording this because today was crazy. I managed to cross everything off my um, to-do list, which feels so good. I received some amazing feedback on my work today, it felt so validating. Tomorrow is a new day, luckily.",0.67,0,0,1,1,0,0,0,0
"Actually, I need to vent a bit. uh, I finished a task I've been putting off for uh, weeks, what a relief. I'm glad today is finally over.",0.6,0,0,1,0,0,0,0,0
"Ich muss das hier kurz mal festhalten. äh, Ich irgendwie, war eifersüchtig, als mein Freund anfing, seine ganze Zeit mit jemand anderem zu verbringen. Tut echt gut, das mal ausgesprochen zu haben.",-0.35,0,0,0,0,0,0,0,1
"Mal schauen, wie ich heute am besten beschreibe. halt, Ich bin gerade einfach nur dankbar und glücklich äh, für die tollen Menschen in meinem Leben. Ich bin einfach zu müde, um weiter darüber nachzudenken.",0.66,1,0,0,0,0,0,0,0
"Alles klar, Tagebuch, hier ist das Update. Ich wollte heute vor lauter Frust einfach halt, nur noch laut gegen die Wand schreien. So lief das heute jedenfalls ab.",-0.89,0,0,0,0,0,1,0,0
"Honestly, today was quite a ride. like, I felt a pang you know, of envy when I saw their new car and apartment. I stood up for myself today and felt really strong kind of, and confident. I need to stop overthinking and just sleep.",0.15,0,0,0,1,0,0,0,1
"So, I'm sitting here thinking about today. um, I felt really scared about what might happen like, next, everything is so uncertain. Anyway, I'm going to bed now.",-0.55,0,0,0,0,0,0,1,0
"Actually, I need to vent a bit. kind of, The uncertainty of everything right now is really starting to get to me. Just going to try and relax now.",-0.3,0,0,0,0,1,0,0,0
"Alles klar, Tagebuch, hier ist das Update. halt, Ich musste mich heute zwingen zu lächeln, das war unglaublich anstrengend. Zeit, den Kopf für heute auszuschalten.",-0.92,0,1,0,0,0,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. Ich habe heute für mich selbst eingestanden und mich richtig stark und selbstbewusst gefühlt. Ich war eifersüchtig, als mein Freund anfing, seine halt, ganze Zeit mit jemand anderem zu verbringen. Ich bin einfach zu müde, um weiter darüber nachzudenken.",0.22,0,0,0,1,0,0,0,1
"Ehrlich gesagt war heute ein ganz schöner Ritt. irgendwie, Ich habe das Gefühl, die Kontrolle über meinen sozusagen, Zeitplan und mein Leben zu verlieren. Wie dem auch sei, ich gehe jetzt schlafen.",-0.63,0,0,0,0,1,0,0,0
